,title,address,huxing,BuildingArea,Position,Direction,BuildingTime,SubwayDistance,price_total,price_square,price_dy,labels
381,正南风景苑3室2厅精装修,风景苑 临泉东路-临泉路安徽大市场东合家福超市旁,3室2厅,88,高层（共6层）,南向,2007年建,3,112,12727,,"满五,优质教育"
382,香樟雅苑 市政供暖 三室两厅 洋房 纯毛坯房 看房随时,香樟雅苑 望潜路口-东至路与望江路交汇处,3室2厅,135,低层（共11层）,南北向,2006年建,,350,25872,,"满五,优质教育"
383,"南七里,供电西村,两房一厅,婚房精装修,地铁5号线,市政供暖",供电西村 南七-南七望江路市三院对面,2室2厅,55,顶层（共6层）,南北向,曹晓龙,,75,13636,,"满二,优质教育,满两年"
384,临泉路安徽大市场旁1楼带院子进出方便,橘郡万绿园 安徽大市场-铜陵路、临泉路交叉口,3室2厅,106,底层（共6层）,南北向,2007年建,2,116,10943,,"满五,优质教育"
385,北城中环城一期 3室2厅118m2毛坯,北城中环城 岗集-阜阳北路和泉阳路交叉口,3室2厅,118,低层（共33层）,南北向,2016年建,,125,10593,,
386,西山林语(别墅边户) 位置安静 带院子 送车位 业主急售,保利西山林语别墅 蜀山新产业园-望江西路与枫林路交汇处向东南600米,联排,5,花园：260平米415.85㎡,南向,汪晓东,,1650,39677,,"满二,优质教育"
387,"文一名门湖语 产权清晰,视野好,明卫明厨中上楼层,采光无遮挡",文一名门湖语 新省府-紫云路与嵩山路交叉口,4室2厅,109,高层（共33层）,南向,2011年建,,370,33666,,"满二,满两年,好房推荐"
388,置地滨湖双玺大平层好位置 视野开阔 无税价格空间大急售,滨湖·双玺 文化旅游城-庐州大道与金斗北路交口向东200米,4室2厅,202,中层（共30层）,南向,2020年建,1,1010,49901,,
389,城建琥珀名郡 3室2厅86m2毛坯,城建琥珀名郡 撮镇-站南路与店忠路交口(店埠河岸),3室2厅,86,中层（共18层）,南向,2012年建,,100,11627,,
390,安庆路166号 2室1厅45.09m2满五年,安庆路172号 城隍庙-安庆路172号,2室1厅,45,高层（共6层）,南向,2007年建,2,156,34597,24,满五
391,保利海上五月花 3室2厅94.04m2精装修,保利海上五月花 文化旅游城-南宁路与金斗西路交口东南角,3室2厅,94,中层（共32层）,南向,2016年建,1,280,29774,,满二
392,美湖小区 3室1厅86.65m2普通装修,美湖小区 太宁路口-太湖路/合巢路向东150米,3室1厅,86,高层（共6层）,南北向,1994年建,,136,15695,24,优质教育
393,六安路宿舍 2室1厅62.74m2满五年,六安路小学宿舍 阜阳路桥-庐阳阜南路66号,2室1厅,62,底层（共6层）,南向,1983年建,2,205,32674,42,满五
394,南屏家园 好房急售 精装两房 冷暖双供 采光无遮挡 位置安静,南屏家园 轴承厂-望江西路与东至路交汇处(望江西路159号),4室1厅,141,高层（共15层）,南向,2009年建,,330,23249,,"满二,优质教育"
395,御琴湾 4室3厅122.82m2满五年,御琴湾 凤凰城-樊洼路6号,4室3厅,122,顶层（共18层）,南向,2008年建,3,248,20192,15,"满五,优质教育"
396,中铁国际城广园 2房2厅1卫 全明户型 业主急卖,中铁国际城广园 省农科院-中铁国际城广园,2室2厅,82,高层（共33层）,南向,2012年建,,158,19146,15,"满五,优质教育,好房推荐"
397,佳源巴黎都市 佳源四期127平大户型,佳源巴黎都市 新省府-庐州大道与中山路交叉口,3室2厅,127,低层（共34层）,南向,2018年建,1,430,33858,,满二
398,市一院宿舍 2室1厅68.56m2满五年,市一院宿舍 城隍庙-寿春路261号,2室1厅,68,高层（共7层）,南向,1987年建,2,220,32088,32,满五
399,碧水兰庭 3室2厅123.26m2精装修,碧水兰庭 双凤庐阳工业园-蒙城北路和荷塘路交叉口东北角,3室2厅,123,中层（共25层）,南向,2010年建,,174,14116,,
400,实拍绿城真洋房 送产权车位价格可谈随时看房 环境优美 急售,绿城招商·诚园 金融中心-珠江路与昌都路交口北侧200米,3室2厅,155,中层（共8层）,南北向,2021年建,5,480,30967,,
401,竹木园 3室1厅1厨1卫 73.66m2 普通装修,竹木园 新亚汽车站-张洼路与凤台路交口,3室1厅,73,顶层（共6层）,南向,2000年建,3,78,10589,6,满五
402,御景城 2室2厅81.45m2精装修,御景城 绿洲科技园-香樟大道与习友路交口向西200米,2室2厅,81,低层（共33层）,南向,2014年建,,208,25537,,优质教育
403,大富山庄 无税毛坯别墅出售 低于市场价200多万,大富鸿墅 大铺头-长江西路与振兴路交汇处西北角,独栋,5,无花园410㎡,东向,杨绕东,2,674,16439,,满二
404,隆昊昊博园 2室1厅59.28m2满五年,隆昊昊博园 瑶海公园-隆昊昊博园,2室1厅,59,低层（共11层）,南向,2000年建,,73,12314,,满五
405,金寨路350号 3室1厅82m2满五年,安徽日报社宿舍 市府广场-金寨路330号,3室1厅,82,顶层（共4层）,南向,1986年建,2,328,40000,55,满五
406,省三建公司宿舍 2室1厅70.43m2满五年,省三建公司宿舍 大钟楼南熏门-芜湖路与桐城路交口向东300米,2室1厅,70,高层（共6层）,南北向,1975年建,,233,33082,,满五
407,金隅南七里 4室2厅2卫 新精装 冷暖双供,金隅南七里 轴承厂-望江西路以南、金寨路以西,4室2厅,139,高层（共34层）,南北向,2019年建,,525,37607,,"好房推荐,精装"
408,风荷苑 2室1厅65m2普通装修,风荷苑 杏林花园-合瓦路交砀山路,2室1厅,65,顶层（共6层）,南向,2010年建,3,83,12769,,"满五,优质教育"
409,美生滨江花月 2室2厅85.5m2普通装修,美生滨江花月 葛大店-包河大道与望湖南路交汇处,2室2厅,85,低层（共18层）,南向,2008年建,5,161,18830,,"满二,优质教育"
410,市政府第三生活区 店长推荐+四十五中+杏花公园+全天采光,市政府第三生活区 杏花公园-淮河路与环城东路交叉口,3室2厅,95,高层（共7层）,南向,1990年建,2,278,29263,26,满五
411,葛洲坝中国府洋房全新未入住 豪装送车位价格可谈 随时看房,葛洲坝中国府 新省府-华山路与长沙路交叉口,4室2厅,144,高层（共10层）,南向,2021年建,1,760,52442,,"好房推荐,精装"
412,罗兰德小区 罗兰德小区低楼层81㎡166万,"罗兰德小区 杏花公园-杏花公园旁,阜南西路168号",2室1厅,81,底层（共6层）,南向,1995年建,,160,19753,17,"满五,优质教育"
413,市公安局宿舍 81平3居 南北向简装修 拎包入住,市公安局宿舍 百花井-寿春路与六安路交口,3室1厅,81,高层（共4层）,南北向,陈勇,2,280,34567,,"好房推荐,精装"
414,汪塘北区 安徽大市场旁!合家福商场在旁!生活方便!,汪塘北区 临泉东路-临泉路安徽大市场旁,2室2厅,82,中层（共6层）,南向,1998年建,3,95,11585,,"满五,优质教育"
415,书香门第东边户好位置 满五年精装全送 价格大 随时看房,书香门第 四十六中-滨湖新区西藏路与林芝路交叉口,2室2厅,87,高层（共33层）,南北向,2013年建,,330,37508,,"满二,优质教育"
416,"博物馆宿舍 博物馆宿舍,新上好房,3室1厅89m2满五年",博物馆宿舍 杏花公园-霍邱路1号,3室1厅,89,低层（共6层）,南向,1982年建,2,270,30337,86,"满五,优质教育"
417,邮电西村 3室1厅66m2普通装修,邮电西村 大钟楼南熏门-徽州大道南屯溪路站牌旁,3室1厅,66,顶层（共6层）,南向,1986年建,2,210,31818,29,满五
418,正南国耀园上园3室2厅,国耀园上园 瑶海工业园-郎溪路以西、瑶海路以北,3室2厅,98,中层（共18层）,南向,2012年建,3,160,16326,,"满二,优质教育"
419,2号线地铁口好楼层 精装修 正创日出印象 3室2厅,正创日出印象 龙岗-长江东路龙岗中心(原建材二厂),3室2厅,77,低层（共6层）,南向,2008年建,2,98,12568,,满二
420,保利罗兰香谷 4室2厅96.3m2精装修,保利罗兰香谷 生态公园-相城路与淮海大道交口西北角,4室2厅,96,顶层（共24层）,南向,2020年建,3,160,16614,,
421,"锦徽苑 精装修,拎包入住。环境好",荣锦·圆梦苑 水湖-长淮路中段,2室2厅,85,中层（共38层）,南向,2013年建,,46,5411,2,满二
422,滨湖世纪城树荫苑 树荫苑精装两室两厅一厨一卫205万,滨湖世纪城树荫苑 滨湖世纪城-滨湖新区紫云路与徽州大道交叉口东北角,2室2厅,85,中层（共33层）,南向,2010年建,1,190,22167,9,"满五,优质教育"
423,文一塘溪津门 3室2厅150m2毛坯,文一塘溪津门 文化旅游城-包河大道与杭州路交口向东500米,3室2厅,150,低层（共8层）,东向,2008年建,5,495,33000,,
424,琥珀南村 2室1厅56m2精装修,琥珀南村 琥珀山庄-合肥市蜀山区安庆西路与长丰南路交汇,2室1厅,56,底层（共6层）,南向,1993年建,2,106,18928,6,"满五,优质教育"
425,古井丰水源 3室2厅110.52m2普通装修,古井丰水源 汽车站-合肥市明光路339号、明光路与濉溪路交汇处,3室2厅,110,中层（共11层）,南向,1995年建,1,222,20086,,"满五,优质教育"
426,绿城玫瑰园别墅 法式合院 动静离 采光 环境优美,绿城翡翠湖玫瑰园别墅 大学城-繁华大道与九龙路交口,联排,5,无花园741㎡,南向,汪晓东,,3400,45883,,"满二,优质教育"
427,新海尚宸家园 地铁四号线旁好房急售四室二厅低于市场价,新海尚宸家园 瑶海工业园-当涂路与新海大道交汇处西北侧,3室2厅,122,低层（共30层）,南向,2000年建,,156,12733,,满二
428,光明新村 中高楼层户型正气安三45近地铁 位置佳,光明新村 三孝口-金寨路与长江路交叉口,1室0厅,25,底层（共7层）,北向,1980年建,2,112,44800,,"满五,优质教育"
429,新都会国贸公寓 3室2厅137.69m2满五年,新都会国贸公寓 周谷堆-马鞍山路中段新都会环球广场旁,3室2厅,137,高层（共28层）,南北向,2007年建,1,265,19246,,满五
430,碧桂园正荣悦玺 3室2厅95.8m2精装修,碧桂园·正荣悦玺 瑶海工业园-包公大道与烈山路交口北500米西侧,3室2厅,95,低层（共24层）,南向,2015年建,,160,16701,,满二
431,蓝山花园 3室1厅95m2精装省府好房近地铁南北I通透四十六,万科蓝山 新省府-庐州大道与紫云路交口,3室1厅,95,低层（共41层）,南向,2014年建,1,310,32631,25,满二
432,瑶海教师楼 3室1厅86.5m2精装修,瑶海教师新村 新亚汽车站-瑶海区新站区北一环路海龙大厦旁,3室1厅,86,顶层（共7层）,南向,牛志华,3,94,10867,13,满五
433,滨湖假日金榈园 180平5居 南北向豪华装修 方便看房,滨湖假日金榈园 滨湖假日-洞庭湖路与天山路交口,5室1厅,180,顶层（共5层）,南北向,2014年建,1,900,50000,,"满二,优质教育,满两年,好房推荐,精装"
434,国贸天成 4室2厅127m2毛坯,国贸天成 森林公园-固镇路与怀宁路交口,4室2厅,127,中层（共26层）,南向,2015年建,,477,37559,,
435,"银屏花园 精装二室一厅 户型方正,看房方便",银屏花园 汽车站-凤阳路88号、中州家具城对面,2室2厅,98,中层（共6层）,西南向,1999年建,1,120,12192,,"满五,优质教育"
436,新景花园 2室2厅90.67m2满五年,新景花园 凤凰城-潜山北路与史河路交汇处,2室2厅,90,低层（共18层）,南向,2007年建,3,210,23160,,"满五,优质教育"
437,梦溪小镇 现房别墅出售 330平 480万,梦溪小镇 瑶海工业园-淮海大道与梦溪路交口,联排,5,无花园220㎡,南向,张忠海,3,480,21818,,满二
438,包河苑D区 3室1厅83.58m2精装修,包河苑 包河工业园-合肥市包河区政府繁华大道西北交汇处,3室1厅,83,中层（共6层）,南北向,2008年建,5,123,14716,,"满五,优质教育"
439,新华御湖庄园别墅 全明无税 毛坯 425平 1200万,新华御湖庄园别墅 桃花-大蜀山北雁湖一号,联排,6,无花园383㎡,南向,张忠海,,1200,31331,,"满二,优质教育"
440,葛洲坝中国府精装洋房拎包入住 满二年送产权车位 急售,葛洲坝中国府 新省府-华山路与长沙路交叉口,3室2厅,130,低层（共10层）,南向,2019年建,1,740,56923,,"满二,好房推荐,满两年,精装"
441,万达揽湖苑 3室2厅103.88m2普通装修,万达揽湖苑 文化旅游城-庐州大道和贵阳路交口,3室2厅,103,低层（共34层）,南向,2016年建,1,285,27435,,
442,绿色港湾塞维利亚 7室2厅217m2毛坯,"众安绿色港湾 五里庙-312国道以北,南淝河以西",独栋,7,无花园217㎡,南向,刘云,,790,36405,,
443,金都华庭三期 3室2厅107.11m2精装修,恒兴金都华庭 探矿厂-蒙城北路与砀山路交汇处,3室2厅,107,中层（共11层）,南向,2010年建,,165,15404,,"满二,优质教育"
444,内森庄园 独栋别墅 带电梯 带300平院子 毛坯房 业主急售,绿地内森庄园别墅 八中-翡翠路与南二环交汇处西南角,独栋,5,花园：300平米715㎡,南向,汪晓东,3,3550,49650,,"满五,优质教育"
445,实拍绿城真洋房 送产权车位价格可谈随时看房 环境优美 急售,绿城招商·诚园 金融中心-珠江路与昌都路交口北侧200米,3室2厅,155,中层（共8层）,南北向,2021年建,5,480,30967,,
446,一线湖景三房 底价225万景观 满二年价格好谈 急售,万达揽湖苑 文化旅游城-庐州大道和贵阳路交口,3室2厅,100,高层（共34层）,南北向,2016年建,1,225,22500,,满二
447,合铁家园 2室1厅87m2精装修,合铁家园 汽车站-金孔路,2室1厅,87,低层（共27层）,南向,2010年建,1,126,14482,,
448,明发商业广场 3室2厅126.6m2精装修,明发商业广场 省农科院-四里河路与砀山路交汇处,3室2厅,126,低层（共17层）,南向,2002年建,,175,13823,5,"满二,优质教育"
449,旭辉湖山源著 530平别墅 带大院子 全明结构 网红楼盘,旭辉湖山源著 蜀山新产业园-习友路与浮山路交口东北角(柏堰湖北),双拼,6,花园：400平米530㎡,南向,张忠海,,1918,36188,,"满二,优质教育"
450,西山林语(别墅边户) 位置安静 带院子 送车位 业主急售,保利西山林语别墅 蜀山新产业园-望江西路与枫林路交汇处向东南600米,联排,5,花园：260平米415.85㎡,南向,汪晓东,,1650,39677,,"满二,优质教育"
451,临泉路安徽大市场旁1楼带院子进出方便,橘郡万绿园 安徽大市场-铜陵路、临泉路交叉口,3室2厅,106,底层（共6层）,南北向,2007年建,2,116,10943,,"满五,优质教育"
452,业主委托 公元天下 精装修大四房 南北通透 采光视野无遮挡,公元天下 金融中心-珠江路与云南路(在建)交口向西200米,4室1厅,125,中层（共16层）,南北向,2018年建,5,340,27169,,满二
453,"安北小区 安庆路旁,一楼带院子,环境安静,停车方便",安北小区 城隍庙-安庆路,1室1厅,50,底层（共3层）,南向,1969年建,2,150,29821,39,满五
454,正南中海城3室2厅豪华装修,中海城 撮镇-新安江路与大众路交口向南600米,3室2厅,89,中层（共27层）,南向,2019年建,,153,17191,,满二
455,中海九樾 139平4居 南北向毛坯 方便看房,中海九樾 金融中心-成都路与贵州路交口西南侧,4室1厅,139,高层（共8层）,南北向,2014年建,5,400,28776,,好房推荐
456,中央花园 全明户型 无税 低于市场价80万,中央花园 白水坝-沿河路(合家福超市旁边),3室2厅,141,中层（共12层）,南北向,杨绕东,,208,14760,,"满二,优质教育"
457,精装边户大4房 中间楼层采光好 央企 口 公园,"信达公园里 文化旅游城-金斗路与杭州路交汇处,",4室2厅,140,中层（共33层）,南北向,2019年建,1,560,39815,,满二
458,"四里河板块别墅区双拼边户院子大,毛坯未住人",文一泰禾·合肥院子 大杨镇-西二环董铺路与四里河路交口(董铺路999号),5室2厅,420,底层（共3层）,南北向,张忠海,,588,14000,,满五
459,古井丰水源 3室2厅110m2满五年,古井丰水源 汽车站-合肥市明光路339号、明光路与濉溪路交汇处,3室2厅,110,高层（共11层）,南向,1995年建,1,230,20909,,"满五,优质教育"
